"text","text_en","cmp_code","eu_code"
"These transition options should be on, or adjacent to, the existing retirement estate.",NA,"504",NA
"Agriculture",NA,"H",NA
"Agriculture is a vital part, not just of the fabric of rural and regional Australia, but of the entire nation.",NA,"703.1",NA
"With agriculture contributing over $55 billion to the nation’s economy,",NA,"703.1",NA
"and employing over 300,000 Australians across the agriculture, forestry and fishing sector (with huge multiplier effects), it is essential that it is encouraged to grow.",NA,"703.1",NA
"The $1 billion of farmer and government contributions to agricultural research and development (R&D) organisations needs to be effectively targeted to help improve the profitability of Australian agriculture through enhancing the skills and decision making of farmers.",NA,"703.1",NA
"Examples of what needs to be done: Implement strong competition laws that that can effectively deal with and penalise predatory abuse of market power from companies in the agricultural to retail supply chain.",NA,"403",NA
"This needs to include a stronger ‘effects’ test than the federal government is currently proposing,",NA,"403",NA
"divestiture powers to break up companies for gross abuse of market power,",NA,"403",NA
"and quicker and more affordable access to justice.",NA,"403",NA
"Continue to push for clear country of origin labelling for food and ingredients including clear labels showing the source country of imported products.",NA,"403",NA
"The recently implemented changes federally, whilst welcome, need to be improved upon and monitored for their effectiveness.",NA,"303",NA
"Scrap the punitive AQIS charges on small exporters that destroy incentives to export.",NA,"703.1",NA
"Push for stronger anti-dumping rules to prevent domestic industries being dumping grounds for imported produce such as what happened with tinned tomatoes.",NA,"406",NA
"Help work to encourage domestic investment in Australian agriculture through investment vehicles such as Australian superannuation funds.",NA,"703.1",NA
"Continue to support the full implementation of the Murray Darling Basin Plan.",NA,"703.1",NA
"Support the export of livestock to countries who implement Australia’s strict ESCAS Exporter Supply Chain Assurance System.",NA,"703.1",NA
"However, our preference is to encourage the processing of livestock in Australia, in regional Australia,",NA,"703.1",NA
"to grow industry and jobs, we understand that different markets exist and that will take time to grow.",NA,"703.1",NA
"Federal drought funding must require that state governments do not unreasonably impede the delivery of drought support.",NA,"703.1",NA
"Australian Made",NA,"H",NA
"Australians and government in particular should support Australian businesses and our quality Australian made goods because of the hugely beneficial flow-on effects to the Australian economy.",NA,"406",NA
"The term 'Australian Made' should mean just that, so consumers can make an informed choice.",NA,"406",NA
"Examples of what needs to be done: The Government should take steps which will require manufacturers to regularly disclose the percentage and country of origin of specific ingredients to the Department of Industry for publication on its website.",NA,"406",NA
"The Government should undertake an analysis and report on the benefit of an administrative mechanism which will give manufacturers the ability to apply for a ruling on Country of Origin Labelling claims.",NA,"406",NA
"A single federal authority should be formed to accredit the use of all 'Made in Australia' symbols.",NA,"406",NA
"Government departments should be required to procure a much greater proportion of Australian produced and manufactured products and services.",NA,"406",NA
"Have more effective anti-dumping laws to prevent below-cost imported goods flooding the market",NA,"406",NA
"and destroying Australian jobs in the process.",NA,"701",NA
"Aviation",NA,"H",NA
"A safe and strong aviation sector is vital to Australia's needs.",NA,"411",NA
"Having our aircraft maintained in Australia is an integral part of ensuring high safety standards and trust in the aviation industry.",NA,"411",NA
"Examples of what needs to be done: There should be an Inspector General of Aviation that acts as an impartial watch-dog over all aviation regulators -  in particular CASA and the ATSB - to ensure that they operate in the public interest.",NA,"403",NA
"Implement recommendations from Senate reports on aviation and safety.",NA,"411",NA
"Childhood Education & Care",NA,"H",NA
"Australian families should have access to high-quality, accessible and affordable early childhood education,",NA,"504",NA
"as well as affordable child care when needed.",NA,"504",NA
"Examples of what needs to be done: Enhance the policy focus on Early Childhood Education, given its critical impact on the stage of life where social and emotional development is most influenced.",NA,"506",NA
"Federal funding for child care should favour centres run by local communities.",NA,"504",NA
"Crime",NA,"H",NA
"All Australians have the right to feel safe as they go about their lives.",NA,"605.1",NA
"Being tough on crime also means being tough on the causes of crime.",NA,"605.1",NA
"Inadequate penalties not only insult victims and their families, they continue to put the community at risk.",NA,"605.1",NA
"The scourge of substance abuse – a major contributor to violence and theft – must be addressed as a priority.",NA,"605.1",NA
"Examples of what needs to be done: Increase the transparency of plea bargaining and give victims a greater say in the plea bargaining process.",NA,"605.1",NA
"Legislation regarding the confiscation of proceeds from crime, particularly drug trafficking, needs to be more effective.",NA,"605.1",NA
"The mental impairment defence needs to be reformed as it is being abused in some cases.",NA,"605.1",NA
"Prisons should have more effective rehabilitation programs, rather than being a training ground for more hardened criminals.",NA,"605.1",NA
"Cyber Safety",NA,"H",NA
"Cyber bullying is a complex contemporary issue affecting our young people with devastating consequences for the victims and their families.",NA,"605.1",NA
"A strong legal framework is essential,",NA,"605.1",NA
"but the law alone cannot effect the cultural change necessary to reduce the frequency and harm caused by modern methods of bullying behaviour.",NA,"606.1",NA
"It has been estimated by the Office of the eSafety Commissioner that in the 12 months to June 2016, 19 per cent of teens and eight per cent of children were cyberbullied.",NA,"605.1",NA
"The cyberbullying ranged from being socially excluded, being called names, receiving unwanted online messages, having lies spread about them, receiving threats to their safety, having their accounts accessed without their consent, having personal information posted without their consent, having inappropriate private photos posted of them without their consent and even having someone impersonate them.",NA,"605.1",NA
"Centre Alliance will make it a priority to protect the safety of children in the digital space.",NA,"605.1",NA
"We must protect those who cannot protect themselves.",NA,"201.2",NA
"We can provide children with strategies and tools to stay safe online so they can experience the benefits of the internet without being at risk of the dangers.",NA,"605.1",NA
"Centre Alliance is committed to providing prevention through education.",NA,"605.1",NA
"Sonya Ryan, founder and CEO of the Carly Ryan Foundation is a leading e-safety advocate is an accredited Safety Provider with the Commonwealth eSafety Commissioner.",NA,"605.1",NA
"Sonya has pioneered education and awareness of online safety for children for over 10 years following the death of her beloved daughter, Carly, at the hands of an online predator and her expertise demonstrates that the Carly Ryan Foundation is well placed to provide prevention programs.",NA,"605.1",NA
"Examples of what needs to be done: Develop an emphasis on the prevention of cyber bullying through improved education in schools.",NA,"605.1",NA
"Ensure that a robust complaints process is maintained to provide victims and witnesses of cyber abuse with an avenue for raising their concerns.",NA,"605.1",NA
"Defence",NA,"H",NA
"Australian defence policy must focus on the protection of our nation and creating stability in our region.",NA,"104",NA
"We also believe Parliament should be involved in any decision to deploy troops to conflict zones.",NA,"104",NA
"Above all, Australia needs to be self-sufficient in defence resources.",NA,"104",NA
"Examples of what needs to be done: Defence procurement must be overhauled to acknowledge the economic and strategic benefits of local manufacture.",NA,"104",NA
"Our defence strategy must be based first and foremost on Australia's needs.",NA,"104",NA
"The changes to procurement rules negotiated by Centre Alliance (previously the Nick Xenophon Team) which came into force on 1 March 2017 are a huge improvement on previous rules",NA,"104",NA
"and will lead to more local industry content",NA,"403",NA
"and jobs.",NA,"701",NA
"Disabilities",NA,"H",NA
"People with disabilities should be treated with dignity and respect and be able to live fulfilling and meaningful lives.",NA,"503",NA
"Examples of what needs to be done: The rollout of the NDIS needs to be carefully evaluated to ensure it achieves the maximum benefit for its clients.",NA,"504",NA
"Respite for those families with a disabled family member needs to be given greater priority.",NA,"504",NA
"Education",NA,"H",NA
"Our vision is realising the full potential of education in Australia to propel all learners to be the best that they can be now",NA,"506",NA
"and in the future so they can further their individual aims",NA,"201.1",NA
"and assist in lifting Australia’s competitiveness and innovation.",NA,"601.1",NA
"We support transforming schooling to drive a new era of development and growth across the full range of expectations for 21st Century learning.",NA,"506",NA
"We support building upon the strengths of our schools",NA,"506",NA
"and driving and amplifying leading edge research driven teaching in Australia.",NA,"411",NA
"Children should have the best start for learning through quality early childhood experiences that nurture and develop the whole child.",NA,"506",NA
"See media release here.",NA,NA,NA
"Employment & Workplace Relations",NA,"H",NA
"High levels of workplace participation and productivity are the key to achieving a strong and prosperous economy, particularly in the small business sector.",NA,"410",NA
"This needs to be set in a framework of mutual fairness.",NA,"403",NA
"Examples of what needs to be done: Reviews of the employment and workplace relations system should be ongoing to ensure our standard of living is maintained and small business – the engine-room of jobs growth – prospers.",NA,"403",NA
"Acknowledge and respect the role of responsible unions in the workplace to give a voice to workers who otherwise would face an unlevel playing field.",NA,"701",NA
"Energy",NA,"H",NA
"Climate change is real and poses a huge challenge for our environment and economic future.",NA,"501",NA
"Australia must stick to the Paris agreement, which involves reducing greenhouse gases by 26-28% on 2005 levels by 2030.",NA,"501",NA
"This must involve a smart energy mix that provides affordable and reliable baseload power, and electricity grid stability.",NA,"416.2",NA
"It also involves making sure we have enough gas for domestic consumption, instead of the current situation where Australian gas is being sold overseas at half the price it is here.",NA,"403",NA
"Examples of what needs to be done: Have an efficient and effective Emissions Intensity Scheme (EIS) based on world's best practice.",NA,"501",NA
"Australia needs to quickly move toward a cleaner and more affordable energy future.",NA,"501",NA
"This will involve reduced reliance on economically unsustainable technologies.",NA,"416.2",NA
"Government policies need to facilitate innovative and job creating energy industry opportunities through research, adoption, education and manufacturing of new technologies.",NA,"411",NA
"Australian energy resources should be available to Australians before being available for sale to the rest of the world.",NA,"406",NA
"An allocation for domestic use prior to export would also help lower the cost of energy for consumers.",NA,"403",NA
"And gas producers must comply with a strict 'use it or lose it' rule to their gas reserves, not keep the resources in the ground until a time that best suits them.",NA,"403",NA
"Australian taxpayer funded research into renewable energy and climate change needs to be made more easily available to Australian industry to ensure our competitive advantage in these areas is encouraged.",NA,"411",NA
"The importation of substandard and unsafe products related to renewable energy and or climate change must be stopped.",NA,"501",NA
"Environment",NA,"H",NA
"Clean air, clean water and preserving our iconic natural resources are fundamental to guiding what we do for our environment – not just for us, but for Australia’s future generations.",NA,"501",NA
"Examples of what needs to be done: Call on state governments to identify and preserve our best agricultural land as an investment in our future.",NA,"501",NA
"Review the applicability of California’s vehicle emissions standards to Australia.",NA,"501",NA
"Protect groundwater (aquifers, including the Great Artesian Basin) from any adverse impacts of mining and coal seam gas exploration.",NA,"501",NA
"Implement an efficient emissions trading scheme based on the Frontier Economics scheme.",NA,"501",NA
"Enact federal legislation to protect key environmental assets, rather than being dealt with on a state by state basis.",NA,"501",NA
"Maintain the right of environmental and community groups to pursue legal action under environmental legislation.",NA,"501",NA
"Family Violence",NA,"H",NA
"Australian families should be free from incidents of violence.",NA,"605.1",NA
"Police and family violence services must properly protect and support survivors.",NA,"605.1",NA
"Examples of what needs to be done: The creation of a federal body which investigates the circumstances surrounding every fatal family violence incident, with a particular focus on systemic failures in the lead-up to each incident.",NA,"605.1",NA
"Currently police forces rarely undertake this level of investigation, which allows flawed systems to remain in place.",NA,"605.1",NA
"Often law enforcement agencies have missed opportunities to intervene before a fatal incident occurs.",NA,"605.1",NA
"Advocate for uniform laws relating to family violence across all state and territory jurisdictions, to ensure equal protection regardless of where someone lives.",NA,"605.1",NA
"Create and fund an evidence-based national awareness campaign with a particular focus on the cultural environment which contributes to family violence.",NA,"605.1",NA
"Provide adequate funding for a coordinated approach to family and intimate partner violence including safe houses, counselling, case management",NA,"605.1",NA
"and legal support to ensure survivors have a voice and can enforce their rights.",NA,"605.1",NA
"Rehabilitation of perpetrators to help reduce the ongoing harm caused by repeat offenders and, in turn, the damaging inter-generational cycle of this particular type of crime.",NA,"504",NA
"Creation and funding of a national education program in schools focusing on respect and safety in family and other interpersonal relationships.",NA,"605.1",NA
"Food Security",NA,"H",NA
"Australia needs a comprehensive strategic approach to protect, invest and grow our own food production resources.",NA,"406",NA
"It is an integral part of our national security.",NA,"406",NA
"Examples of what needs to be done: Change competition laws to allow for the break up of companies that abuse their market power in their dealings with farmers.",NA,"703.1",NA
"Establish a rural development bank that will make it easier for farmers to access finance.",NA,"703.1",NA
"Create incentives to invest in agriculture, including for our super funds.",NA,"703.1",NA
"Overhaul and implement truthful food labelling laws.",NA,"403",NA
"Our current laws allow imported produce to be passed off as Australian to the detriment of our local farmers.",NA,"703.1",NA
"Scrap the punitive AQIS charges on small exporters that destroy incentives to export.",NA,"703.1",NA
"Foreign Aid",NA,"H",NA
"Foreign aid helps people in developing countries escape extreme poverty, improve health outcomes and helps increase regional stability.",NA,"107",NA
"Through the provision of foreign aid, Australia is able to meet its obligations as a responsible global citizen",NA,"107",NA
"and also benefits from a heightened level of prosperity and stability in the region.",NA,"107",NA
"Examples of what needs to be done: Restore the $7.6 billion of aid funding cut by the Australian government in the 2014 budget.",NA,"107",NA
"Work towards a foreign aid budget that represents 0.7% of Gross National Income, in line with Australia's commitment to the United Nations Sustainable Development goals.",NA,"107",NA
"Foreign Investment",NA,"H",NA
"Australia needs a strategic approach to foreign investment, rather than the inconsistent approach we have now.",NA,"412",NA
"Foreign investment would be much lower if there were greater incentives for Australians to invest in their own country.",NA,"402",NA
"Examples of what needs to be done: Adapt New Zealand’s foreign investment laws which clearly set out a definition of the national interest and have lower thresholds for foreign investment approval.",NA,"412",NA
"Lower the existing Foreign Investment Review Board threshold ($252 million) so that all proposed overseas transactions greater than $5 million are subject to greater scrutiny.",NA,"412",NA
"Have a foreign investment register of key assets in order to promote greater transparency.",NA,"303",NA
"Genetically Modified Organisms (GMO)",NA,"H",NA
"Farmers and consumers should have the right to say no to GMOs.",NA,"703.1",NA
"Government has a role to play in supporting continued research into the long-term unknown effects of GMOs on both human and plant health.",NA,"416.2",NA
"Examples of what needs to be done: Ensure all GMO products are correctly labelled so consumers can make informed decisions.",NA,"403",NA
"Protect farmers who want their crops to remain GMO free by imposing stricter regulations and legal liability on those responsible for contamination.",NA,"703.1",NA
"Fund independent research on the long-term health and environmental effects of GMOs.",NA,"416.2",NA
"Government Accountability & Transparency",NA,"H",NA
"Politicians must be open and up front with the Australian people.",NA,"202.1",NA
"Government's primary role is to protect their citizens,",NA,"605.1",NA
"provide public infrastructure",NA,"411",NA
"and services",NA,"504",NA
"and to drive both national economic growth",NA,"410",NA
"and personal growth.",NA,"201.1",NA
"The public have the right to expect that governments will deliver services efficiently and fairly without unnecessary waste and duplication.",NA,"303",NA
"Australians who speak out against corrupt practices deserve to be protected.",NA,"605.1",NA
"Examples of what needs to be done: Establish a national anti-corruption commission",NA,"304",NA
"and ensure that the SA ICAC can hold meetings in public for maladministration cases.",NA,"202.1",NA
"Ensure politician entitlements and claims are reported in a timely and transparent way.",NA,"304",NA
"Put in place whistleblower legislation that protects the informant and compensates them for any loss of income due to their actions.",NA,"605.1",NA
"The changes brought about by our team in December 2016 are a big step forward,",NA,"305.1",NA
"but these need to rolled out to the corporate and public sectors as per the governments firm commitments.",NA,"304",NA
"Government services (federal, state, local) must be delivered quickly and efficiently",NA,"303",NA
"and be fully accountable to the public.",NA,"202.1",NA
"Review duplicated services at a federal, state and local government level and determine the most appropriate entity to deliver these services.",NA,"303",NA
"Citizens should have reasonable and timely access to government information such that they can participate in government decisions making",NA,"202.4",NA
"and, if necessary and as appropriate, criticise government and demand change and improvement from government.",NA,"202.1",NA
"Freedom of Information laws need to be enhanced to guarantee information is provided within statutory time frames",NA,"303",NA
"and that review and appeal processes are conducted in a timely fashion.",NA,"303",NA
"Improved government transparency is a key preventative measure to maladministration, misfeasance and corruption.",NA,"202.1",NA
"Government Procurement",NA,"H",NA
"Government procurement should not be about ‘price’.",NA,"408",NA
"Instead it should be about ‘value’.",NA,"408",NA
"Federal and state governments should consider the total economic benefit of all significant procurements to the local economy.",NA,"410",NA
"Officials need to assess and appreciate the value to the economy of local employment, local investment and local supply chain activity that flows from the procurement of products and services by governments.",NA,"406",NA
"Officials also need to consider quality when considering the value.",NA,"412",NA
"Examples of what needs to be done: The Federal Government must ensure government procurement officers conduct procurement in accordance with the full intent of the new Commonwealth procurement rules negotiated by our team in December 2016 and which came into effect on 1 March 2017.",NA,"412",NA
"Those rules require officials to: Ensure applicable Australian Standards are mandated in all procurements.",NA,"412",NA
"Ensure that the procurement is carried out considering relevant regulations and/or regulatory frameworks, including but not limited to tenderers’ practices regarding",NA,"412",NA
"a) labour regulations, including ethical employment practices;",NA,"701",NA
"b) occupational, health and safety;",NA,"701",NA
"and c) environmental impacts.",NA,"501",NA
"Consider the economic benefit for all procurements above $4 million dollars.",NA,"408",NA
"Compliance with the new rules must be made mandatory for any federal funding to states governments.",NA,"302",NA
"Health",NA,"H",NA
"High quality, easily accessible health care is a fundamental right for all Australians.",NA,"201.2",NA
"With an ageing population and rising health costs that outstrip the CPI, there needs to be a new approach that focuses on preventative health care.",NA,"504",NA
"Examples of what needs to be done: Government resources should be directed to maximising patient outcomes that involve enhancing local care and existing GP clinics.",NA,"504",NA
"Preventative health care must be an absolute government priority, with targeted funding to reduce chronic medical conditions such as diabetes, heart disease and osteoporosis.",NA,"504",NA
"This should include comprehensive and effective public education campaigns.",NA,"504",NA
"Telemedicine should be expanded for regional communities to improve access to specialist medical care.",NA,"504",NA
"Address medical practices which pursue quantity over quality.",NA,"504",NA
"The 30% private health insurance rebate should be reinstated to ensure greater participation and affordability.",NA,"504",NA
"This in turn takes pressure off the public hospital system.",NA,"504",NA
"The Australian health care system should be subject to rigorous evidence based assessment to identify and eliminate waste and maximise efficiency.",NA,"504",NA
"Housing Affordability",NA,"H",NA
"A combination of local, state and federal government taxes and red tape have made housing less affordable, particularly for those trying to enter the housing market for the first time.",NA,"504",NA
"This needs to be tackled head on.",NA,"504",NA
"Examples of what needs to be done: Form a housing affordability taskforce charged with delivering practical solutions to encourage greater home ownership.",NA,"504",NA
"The aim of this taskforce is to examine relevant housing affordability levers and recommend measures to reduce red tape and taxes and highlight innovative and cost-effective building and housing concepts.",NA,"504",NA
"Ensure Australian residents are not priced out of the housing market by foreign investors.",NA,"406",NA
"Modify negative gearing to encourage the creation of new affordable housing stock.",NA,"504",NA
"Immigration",NA,"H",NA
"Immigrants have played a critical role in building Australia.",NA,"607.1",NA
"We should continue to encourage safe and orderly immigration to Australia, in particular amongst younger skilled families and investors who will help drive economic growth.",NA,"602.2",NA
"Examples of what needs to be done: A special category of visa should be created to encourage investors to settle in areas of low population and economic growth.",NA,"602.2",NA
"Innovation, Technology, R&D",NA,"H",NA
"Government must facilitate and bring together world class research and development, innovative thinkers, venture capital and a highly skilled, creative and diverse work force.",NA,"411",NA
"This strong platform will revitalise Australia’s economic outlook by strategically growing the innovation and technology sectors.",NA,"411",NA
"Examples of what needs to be done: Encourage universities, government agencies and companies to undertake research",NA,"411",NA
"and development by increasing funding to align with other world leading countries.",NA,"107",NA
"Improve funding strategies to target specific research goals, increase focus on commercialization and enable longer term research projects.",NA,"411",NA
"Encourage entrepreneurship by legalising equity funding platforms and co-investing with venture capitalists to drive local development of innovative Australian ideas and keep talented Australians onshore.",NA,"402",NA
"Create a ministerial-level position with responsibility for leading a culture of innovation and entrepreneurship throughout all government agencies, research institutions and the private sector.",NA,"411",NA
"Live Animal Exports",NA,"H",NA
"It is important that strict controls are placed on live animal exports to ensure animals are treated in accordance with Australian animal welfare standards.",NA,"501",NA
"However, our preference is to have Australian processing and the exporting of chilled meat.",NA,"408",NA
"Substance Abuse & Rehabilitation",NA,"H",NA
"With one of the highest levels of substance abuse in the world, we need a total revamp to ensure those with a problem can access help.",NA,"504",NA
"We must develop programs and an Australia wide culture that seeks to minimise addiction in the first place.",NA,"504",NA
"Examples of what needs to be done: Treat personal drug use as primarily a health issue, rather than a criminal issue, with well funded rehabilitation programs - including mandatory rehabilitation in certain circumstances.",NA,"605.2",NA
"Develop programs and an Australia-wide change in culture that seeks to prevent drug addiction.",NA,"504",NA
"Explore innovative ways to disrupt and minimise the illicit drug business model.",NA,"605.2",NA
"Enable the ability of the public to simply and safely “inform” on dealers to significantly reduce any localised interest in dealing and cut off the sale and revenue elements of any drug based business model.",NA,"605.1",NA
"An increase in funding is required to establish better access to rehabilitation clinics",NA,"504",NA
"along with a clear transition into skills and job training.",NA,"411",NA
"Drug trafficking legislation should be modified to allow authorities to rapidly and simply seize assets of those involved in trafficking and distribution.",NA,"303",NA
"Mental Health",NA,"H",NA
"Mental health is a significant issue affecting millions of Australians.",NA,"504",NA
"Early intervention can reduce the impact of mental illness in the community and help people receive appropriate treatment and support to recover.",NA,"504",NA
"Government must place a greater emphasis on programs and strategies to address mental health.",NA,"504",NA
"Examples of what needs to be done: Government must increase funding for preventative mental health measures and services that provide individual and family support within the community.",NA,"504",NA
"Substance abuse, including alcohol, needs to be considered as part of a broader approach.",NA,"504",NA
"Penalty Rates",NA,"H",NA
"As a general principle, the Fair Work Commission (FWC) should determine pay and conditions, including penalty rates.",NA,"701",NA
"However, we do not believe it is fair that in a time of low wage growth workers should have their pay rates cut.",NA,"701",NA
"That is why we disagree with the decision of the FWC to reduce penalty rates and we support law reform to prevent penalty rates being cut by the FWC.",NA,"701",NA
"We support legislative change to protect penalty rates to prevent employees receiving penalty rates that are lower than the rates specified in the relevant Modern Award.",NA,"701",NA
"We initiated a Senate Inquiry into penalty rates to examine why it is that some big businesses have been paying a lot less for weekend penalty rates than small businesses.",NA,"403",NA
"More information about this inquiry can be found here.",NA,NA,NA
"Predatory Gambling",NA,"H",NA
"Targeted gambling reform is urgently required.",NA,"403",NA
"We have the world’s highest per capita gambling losses and level of problem gambling.",NA,"403",NA
"Our governments are totally out-of-touch with the overwhelming community desire to rein in the damage caused.",NA,"403",NA
"Examples of what needs to be done: With pokies being the biggest cause of problem gambling, the immediate implementation of the Productivity Commission’s recommendation for $1 maximum bets per spin and $120 in hourly losses (compared to $10 per spin and $1200 an hour) is required.",NA,"403",NA
"Challenge the major parties to conduct a referendum on implementing $1 maximum bet reforms.",NA,"403",NA
"Ensure the Productivity Commission regularly updates its gambling research.",NA,"403",NA
"End micro-betting on sports events, which can lead to corruption and match fixing in sports.",NA,"403",NA
"Remove ATMs from venues with poker machines.",NA,"403",NA
"Reinstate ban on EFTPOS access in SA poker machine rooms.",NA,"403",NA
"Overhaul outdated online gambling laws, to take into account the impact of emerging technologies.",NA,"403",NA
"End sports betting ads during games.",NA,"403",NA
"The Commonwealth needs to develop an approach to wean state governments off their $5 billion a year of gambling taxes.",NA,"403",NA
"Regional Australia",NA,"H",NA
"Regional centres around Australia present a prime opportunity for both investment in development and economic growth.",NA,"301",NA
"Examples of what needs to be done: Encourage industry and educational institutions to invest in regional Australia via incentives,",NA,"402",NA
"helping to boost both the economy",NA,"410",NA
"and increase education pathways.",NA,"506",NA
"Encourage immigrant arrivals to settle in rural and regional Australia.",NA,"602.2",NA
"Encourage tourism and the arts to refocus on the regions.",NA,"502",NA
"Economic incentives for families living in regions.",NA,"402",NA
"Call upon government to revisit the recommendations proposed in 2013 House of Representatives report into ‘fly in, fly out’ workforce practices in regional Australia.",NA,"301",NA
"Greater incentives for renewable energy in regional areas to boost manufacturing.",NA,"416.2",NA
"Population",NA,"H",NA
"People should be encouraged to move to areas where there is low population growth.",NA,"301",NA
"A more even distribution of the population would allow regional areas to flourish",NA,"301",NA
"and allow metropolitan cities to grow sustainably.",NA,"416.2",NA
"Examples of what needs to be done: Businesses and individuals who commit to moving to low population areas could be provided with tax breaks for the first two years to help them become established.",NA,"402",NA
"Actively seek skilled and business migrants, and in particular those who have the means to set up and operate businesses in low population areas, via a special category of investor category of visa.",NA,"602.2",NA
"Refugees/Asylum Seekers",NA,"H",NA
"Genuine asylum seekers must be treated with dignity and compassion.",NA,"602.2",NA
"The bipartisan support for offshore processing, in order to discourage dangerous boat journeys to Australia, should be matched with an increase in the humanitarian intake to at least 27,000 places per year.",NA,"602.2",NA
"However, priority should be given to timely (preferably within 12 months) resettlement to appropriate countries, working together with the United Nations High Commissioner for Refugees (UNHCR).",NA,"107",NA
"Above all, Australia must play a key role for an orderly regional solution to this crisis.",NA,"602.2",NA
"Examples of what needs to be done: Depending on the outcome of the assessment, individuals must either be returned to their country of origin where safe and practical to do so, or settled in another country with the co-operation of the UNHCR.",NA,"601.2",NA
"Government must ensure the safety and security of refugees in offshore processing centres, including timely health and mental health care.",NA,"201.2",NA
"International agencies such as the UNHCR, Red Cross and media organisations should have access to any detention centres.",NA,"602.2",NA
"Whistleblowers must be protected for speaking out.",NA,"605.1",NA
"Small Business",NA,"H",NA
"As Australia's largest employing sector, small business makes a significant contribution to Australia’s economy.",NA,"403",NA
"All Australians should be encouraged to develop their own niche and/or nurture and grow their own enterprises.",NA,"402",NA
"Government plays an integral role in fostering small business growth and in doing so reduce bureaucratic obstacles.",NA,"402",NA
"Examples of what needs to be done: Targeted tax breaks for small businesses during their first two years of operation.",NA,"402",NA
"Payroll tax exemption for businesses with up to 15 full-time equivalent employees.",NA,"402",NA
"Streamline access to and processing of government services for small business.",NA,"402",NA
"Subcontractors",NA,"H",NA
"Over the past 10 years the building and construction industry has contributed approximately 10 percent of Australia’s GDP",NA,"410",NA
"and accounts for nearly the same proportion of employment.",NA,"701",NA
"However, over the same period the construction industry has experienced nearly one quarter of all insolvencies in Australia.",NA,"403",NA
"There is a culture of non-payment of subcontractors in the construction industry, as well as serious allegations that phoenixing activity has become an acceptable way to make a profit.",NA,"701",NA
"We successfully negotiated for changes to legislation to enhance protections for subcontractors in the building and construction industry.",NA,"403",NA
"We also negotiated a comprehensive review into security of payment laws, which commenced on 21 December 2016.",NA,"403",NA
"Examples of what needs to be done: Implementation of all of the Senate Economics Committee’s recommendations in their report on insolvency in the construction industry.",NA,"403",NA
"National legislation for a security of payment regime, and rapid adjudication processes in the commercial construction industry, in line with the recommendations from the review conducted by Mr John Murray AM.",NA,"403",NA
"Close the legal loopholes that allow phoenixing activity to take place.",NA,"403",NA
"Superannuation",NA,"H",NA
"Encouraging a nest egg for a comfortable and secure retirement is what superannuation policy should be about.",NA,"403",NA
"That should include greater certainty and a bigger say in how superannuation funds are managed.",NA,"403",NA
"Examples of what needs to be done: Overturn the unacceptable 7-year delay to increase the superannuation guarantee from 9.5% to 12%",NA,"403",NA
"Overhaul the superannuation industry to increase transparency, end fee gouging and require that investment choices are made under increased checks and balances.",NA,"403",NA
"Superannuation funds must be required to hold an annual general meeting where members are entitled to ask questions as to how their fund is performing and how it is being administered.",NA,"403",NA
